timestamp,value,label
10/04/2014 00:04,91.958,0
10/04/2014 00:09,94.79799999999999,0
10/04/2014 00:14,92.208,0
10/04/2014 00:19,93.72200000000001,0
10/04/2014 00:24,93.042,0
10/04/2014 00:29,92.958,0
10/04/2014 00:34,95.708,0
10/04/2014 00:39,95.25,0
10/04/2014 00:44,94.458,0
10/04/2014 00:49,92.75,0
10/04/2014 00:54,94.208,0
10/04/2014 00:59,92.75,0
10/04/2014 01:04,94.376,0
10/04/2014 01:09,92.792,0
10/04/2014 01:14,91.666,0
10/04/2014 01:19,87.542,0
10/04/2014 01:24,90.75,0
10/04/2014 01:29,91.65,0
10/04/2014 01:34,90.06200000000004,0
10/04/2014 01:39,93.416,0
10/04/2014 01:44,89.904,0
10/04/2014 01:49,90.542,0
10/04/2014 01:54,90.62799999999999,0
10/04/2014 01:59,91.166,0
10/04/2014 02:04,90.5,0
10/04/2014 02:09,89.166,0
10/04/2014 02:14,90.292,0
10/04/2014 02:19,90.208,0
10/04/2014 02:24,93.626,0
10/04/2014 02:29,93.624,0
10/04/2014 02:34,93.756,0
10/04/2014 02:39,93.542,0
10/04/2014 02:44,92.042,0
10/04/2014 02:49,90.93799999999999,0
10/04/2014 02:54,91.376,0
10/04/2014 02:59,92.666,0
10/04/2014 03:04,94.42,0
10/04/2014 03:09,95.584,0
10/04/2014 03:19,90.62,0
10/04/2014 03:24,93.478,0
10/04/2014 03:29,94.126,0
10/04/2014 03:34,93.338,0
10/04/2014 03:39,93.458,0
10/04/2014 03:44,92.166,0
10/04/2014 03:49,91.584,0
10/04/2014 03:54,94.33,0
10/04/2014 03:59,95.084,0
10/04/2014 04:04,93.958,0
10/04/2014 04:09,94.714,0
10/04/2014 04:14,92.23200000000001,0
10/04/2014 04:19,95.2,0
10/04/2014 04:24,92.458,0
10/04/2014 04:29,94.444,0
10/04/2014 04:34,86.736,0
10/04/2014 04:39,93.072,0
10/04/2014 04:44,95.876,0
10/04/2014 04:49,93.994,0
10/04/2014 04:54,94.104,0
10/04/2014 04:59,93.75,0
10/04/2014 05:04,90.852,0
10/04/2014 05:09,89.584,0
10/04/2014 05:14,94.542,0
10/04/2014 05:19,91.97399999999999,0
10/04/2014 05:24,93.0,0
10/04/2014 05:29,92.262,0
10/04/2014 05:34,93.25,0
10/04/2014 05:39,93.624,0
10/04/2014 05:44,93.436,0
10/04/2014 05:49,92.774,0
10/04/2014 05:54,91.624,0
10/04/2014 05:59,93.042,0
10/04/2014 06:04,91.542,0
10/04/2014 06:09,93.74799999999999,0
10/04/2014 06:14,93.042,0
10/04/2014 06:19,92.8,0
10/04/2014 06:24,90.11,0
10/04/2014 06:29,94.64399999999999,0
10/04/2014 06:34,90.542,0
10/04/2014 06:39,93.292,0
10/04/2014 06:44,91.14,0
10/04/2014 06:49,91.126,0
10/04/2014 06:54,91.5,0
10/04/2014 06:59,95.042,0
10/04/2014 07:04,95.712,0
10/04/2014 07:09,91.506,0
10/04/2014 07:14,94.9625,0
10/04/2014 07:19,91.848,0
10/04/2014 07:24,92.416,0
10/04/2014 07:29,95.126,0
10/04/2014 07:34,93.584,0
10/04/2014 07:39,93.834,0
10/04/2014 07:44,94.708,0
10/04/2014 07:49,94.5,0
10/04/2014 07:54,93.45200000000001,0
10/04/2014 07:59,88.086,0
10/04/2014 08:04,91.08,0
10/04/2014 08:09,89.584,0
10/04/2014 08:14,91.238,0
10/04/2014 08:19,91.932,0
10/04/2014 08:24,89.458,0
10/04/2014 08:29,87.75,0
10/04/2014 08:34,92.666,0
10/04/2014 08:39,94.5,0
10/04/2014 08:44,92.162,0
10/04/2014 08:49,92.648,0
10/04/2014 08:54,94.352,0
10/04/2014 08:59,92.916,0
10/04/2014 09:04,90.874,0
10/04/2014 09:09,92.334,0
10/04/2014 09:14,93.75,0
10/04/2014 09:19,93.77,0
10/04/2014 09:24,93.48,0
10/04/2014 09:29,94.22,0
10/04/2014 09:34,94.014,0
10/04/2014 09:39,94.666,0
10/04/2014 09:44,94.516,0
10/04/2014 09:49,96.75,0
10/04/2014 09:54,93.834,0
10/04/2014 09:59,91.666,0
10/04/2014 10:04,90.8,0
10/04/2014 10:09,96.042,0
10/04/2014 10:14,85.42200000000003,0
